Time (s),Camera_S_X,Camera_S_Z,Camera_V_X,Camera_V_Z,Camera_A_X,Camera_A_Z
0.0,-0.0,-0.0,0.060000000000000005,0.060000000000000005,-1.8000000000000003,-1.8000000000000003
0.03333333333333333,0.002,0.002,0.0,0.0,-0.9000000000000001,-0.9000000000000001
0.06666666666666667,-0.0,-0.0,0.0,0.0,0.45000000000000007,0.45000000000000007
0.1,0.002,0.002,0.030000000000000002,0.030000000000000002,0.0,-0.45000000000000007
0.13333333333333333,0.002,0.002,0.0,-0.030000000000000002,-0.45000000000000007,-0.9000000000000001
0.16666666666666666,0.002,-0.0,0.0,-0.030000000000000002,0.0,0.45000000000000007
0.19999999999999998,0.002,-0.0,0.0,0.0,0.0,0.45000000000000007
0.2333333333333333,0.002,-0.0,0.0,0.0,-0.45000000000000007,-0.45000000000000007
0.26666666666666666,0.002,-0.0,-0.030000000000000002,-0.030000000000000002,-0.45000000000000007,-0.45000000000000007
0.3,-0.0,-0.002,-0.030000000000000002,-0.030000000000000002,0.45000000000000007,0.45000000000000007
0.3333333333333333,-0.0,-0.002,0.0,0.0,0.45000000000000007,0.45000000000000007
0.36666666666666664,-0.0,-0.002,0.0,0.0,0.0,0.0
0.39999999999999997,-0.0,-0.002,0.0,0.0,0.0,0.0
0.4333333333333333,-0.0,-0.002,0.0,0.0,0.45000000000000007,0.45000000000000007
0.4666666666666666,-0.0,-0.002,0.030000000000000002,0.030000000000000002,0.45000000000000007,0.45000000000000007
0.49999999999999994,0.002,-0.0,0.030000000000000002,0.030000000000000002,-0.9000000000000001,-0.9000000000000001
0.5333333333333333,0.002,-0.0,-0.030000000000000002,-0.030000000000000002,-0.9000000000000001,-0.9000000000000001
0.5666666666666667,-0.0,-0.002,-0.030000000000000002,-0.030000000000000002,0.45000000000000007,0.45000000000000007
0.6,-0.0,-0.002,0.0,0.0,0.45000000000000007,0.45000000000000007
0.6333333333333333,-0.0,-0.002,0.0,0.0,0.0,0.0
0.6666666666666666,-0.0,-0.002,0.0,0.0,0.0,0.0
0.7,-0.0,-0.002,0.0,0.0,0.0,0.0
0.7333333333333333,-0.0,-0.002,0.0,0.0,0.0,0.0
0.7666666666666666,-0.0,-0.002,0.0,0.0,0.0,0.0
0.7999999999999999,-0.0,-0.002,0.0,0.0,0.0,0.0
0.8333333333333333,-0.0,-0.002,0.0,0.0,0.0,0.0
0.8666666666666666,-0.0,-0.002,0.0,0.0,0.0,0.0
0.8999999999999999,-0.0,-0.002,0.0,0.0,0.0,0.45000000000000007
0.9333333333333332,-0.0,-0.002,0.0,0.030000000000000002,0.0,0.45000000000000007
0.9666666666666666,-0.0,-0.0,0.0,0.030000000000000002,0.0,-0.45000000000000007
0.9999999999999999,-0.0,-0.0,0.0,0.0,0.0,-0.45000000000000007
1.0333333333333332,-0.0,-0.0,0.0,0.0,0.0,0.0
1.0666666666666667,-0.0,-0.0,0.0,0.0,0.0,0.0
1.1,-0.0,-0.0,0.0,0.0,0.0,0.0
1.1333333333333335,-0.0,-0.0,0.0,0.0,0.0,0.0
1.166666666666667,-0.0,-0.0,0.0,0.0,0.0,0.0
1.2000000000000004,-0.0,-0.0,0.0,0.0,0.0,0.0
1.2333333333333338,-0.0,-0.0,0.0,0.0,0.0,0.0
1.2666666666666673,-0.0,-0.0,0.0,0.0,0.0,0.0
1.3000000000000007,-0.0,-0.0,0.0,0.0,0.0,0.0
1.3333333333333341,-0.0,-0.0,0.0,0.0,0.0,0.0
1.3666666666666676,-0.0,-0.0,0.0,0.0,0.0,0.0
1.400000000000001,-0.0,-0.0,0.0,0.0,0.0,0.0
1.4333333333333345,-0.0,-0.0,0.0,0.0,0.0,0.0
1.466666666666668,-0.0,-0.0,0.0,0.0,0.0,0.0
