Time (s),L_Position_X,R_Position_X,L_Position_Z,R_Position_Z,Reps,Status,Summary
10.433542,0.228263261,0.241464409,0.125924558,0.115450933,3,0,
10.466876,0.224347033,0.235766709,0.149456099,0.140212274,3,0,
10.50021,0.234672573,0.232243322,0.167548503,0.159784484,3,0,
10.533544,0.234013807,0.234025064,0.179969154,0.173722132,3,0,
10.566878,0.223160079,0.23257994,0.186876955,0.182031477,3,0,
10.600212,0.227454327,0.227899227,0.188810878,0.185155614,3,0,
10.633546,0.239594293,0.230692945,0.186626755,0.183893034,3,0,
10.66688,0.241263993,0.239478106,0.181359736,0.179244763,3,0,
10.700214,0.237571746,0.241132587,0.174039143,0.172225272,3,0,
10.733548,0.22836157,0.237312407,0.165512325,0.163690512,3,0,
10.766882,0.223862469,0.240244319,0.156318519,0.154215757,3,0,
10.800216,0.238497089,0.244102458,0.146634264,0.14403938,3,0,
10.83355,0.245218237,0.238514112,0.136315431,0.133095578,3,0,
10.866884,0.234551933,0.237183978,0.125049023,0.121151959,3,0,
10.900218,0.234412845,0.249192604,0.11257076,0.108017276,3,0,
10.933552,0.238408539,0.252981298,0.098845447,0.093726327,3,0,
10.966886,0.23262534,0.238570223,0.084115567,0.078604781,3,0,
11.00022,0.232959385,0.22967326,0.068809057,0.06317966,3,0,
11.033554,0.239702461,0.238991451,0.05338592,0.04799026,3,0,
11.066888,0.237601209,0.249245174,0.038215584,0.033408431,3,0,
11.100222,0.232155412,0.24751223,0.023523781,0.019557804,3,0,
11.133556,0.235417001,0.241048059,0.009398818,0.006351023,3,0,
11.16689,0.243308673,0.238500697,-0.004168481,-0.006399493,3,0,
11.200224,0.246497699,0.238829685,-0.017233644,-0.018862645,3,0,
11.233558,0.244128559,0.238295285,-0.029850197,-0.031110548,3,0,
11.266892,0.2406922,0.236439474,-0.042032679,-0.043100189,3,0,
11.300226,0.238892839,0.234634052,-0.053741275,-0.054706212,3,0,
11.33356,0.238363531,0.23360394,-0.064895452,-0.065776683,3,0,
11.366894,0.237849491,0.233210556,-0.075407681,-0.076181015,3,0,
11.400228,0.23683101,0.233136098,-0.085215603,-0.085835977,3,0,
11.433562,0.235698047,0.233217029,-0.094299168,-0.094714223,3,0,
11.466896,0.235229713,0.233418432,-0.102683989,-0.102843004,3,0,
11.50023,0.236011754,0.233726373,-0.110434131,-0.110293595,3,0,
11.533564,0.237975522,0.234091124,-0.117632792,-0.117159481,3,0,
11.566898,0.240256879,0.234461635,-0.124352647,-0.12352856,3,0,
11.600232,0.241686278,0.234865693,-0.130626711,-0.129461391,3,0,
11.633566,0.241683256,0.235386978,-0.136430315,-0.134983002,3,0,
11.6669,0.240627161,0.235923664,-0.141677541,-0.140085451,3,0,
11.700234,0.239215382,0.235939185,-0.146234541,-0.144734062,3,0,
11.733568,0.237577555,0.234886727,-0.149951091,-0.148872453,3,0,
11.766902,0.235322208,0.233647411,-0.152698966,-0.152421674,3,0,
11.800236,0.232970962,0.235223056,-0.154389848,-0.155263139,3,0,
11.83357,0.233646012,0.241459072,-0.154938518,-0.157191247,3,0,
11.866904,0.241063287,0.247294677,-0.154150938,-0.157830872,3,0,
11.900238,0.251552121,0.242830733,-0.151565646,-0.156542374,3,0,
11.933572,0.251876518,0.228470277,-0.146343627,-0.152376119,3,0,
11.966906,0.23803557,0.22206864,-0.137325573,-0.144159293,3,0,
12.00024,0.229749493,0.233802914,-0.123307649,-0.13075406,3,0,
12.033574,0.239942393,0.242834217,-0.103454297,-0.111418063,4,0,
12.066908,0.247170324,0.231149607,-0.077663581,-0.086105955,4,0,
12.100242,0.238285899,0.221187809,-0.046710497,-0.055564786,4,0,
12.133576,0.236492596,0.23241515,-0.012114566,-0.021195802,4,0,
12.16691,0.246757799,0.242399613,0.024177804,0.015220621,4,0,
12.200244,0.24425447,0.236980499,0.060139319,0.051803963,4,0,
12.233578,0.231856191,0.232806278,0.093917434,0.086770903,4,0,
12.266912,0.229483765,0.233975102,0.123969078,0.11853853,4,0,
12.300246,0.230756881,0.233104345,0.149114938,0.145777805,4,0,
12.33358,0.227649523,0.233635932,0.168570667,0.16747503,4,0,
12.366914,0.230955918,0.235873395,0.181978956,0.183019823,4,0,
12.400248,0.242529157,0.236786418,0.189426754,0.192284724,4,0,
12.433582,0.249094282,0.240688248,0.19142211,0.195646704,4,0,
12.466916,0.245434682,0.243620343,0.188818738,0.193926048,4,0,
12.50025,0.239265831,0.234760764,0.182692517,0.188247656,4,0,
12.533584,0.237578751,0.226457858,0.174182192,0.179848882,4,0,
12.566918,0.239713165,0.237673787,0.164312328,0.169870961,4,0,
12.600252,0.241278607,0.249928726,0.153832447,0.159176771,4,0,
12.633586,0.239730463,0.242280248,0.143120056,0.148236018,4,0,
12.66692,0.236117843,0.237060498,0.13218295,0.137111485,4,0,
12.700254,0.233421843,0.244905871,0.12076399,0.125558929,4,0,
12.733588,0.233897035,0.240698773,0.108516753,0.113213425,4,0,
12.766922,0.237222986,0.230689392,0.095189024,0.099793029,4,0,
12.800256,0.240733877,0.241574622,0.08074614,0.085239254,4,0,
12.83359,0.241791256,0.256457545,0.065402708,0.069749868,4,0,
12.866924,0.240009934,0.248780085,0.049572712,0.053716201,4,0,
12.900258,0.237043089,0.232978808,0.033761924,0.037610084,4,0,
12.933592,0.23467999,0.231783834,0.018433132,0.021864686,4,0,
