Time_(s),L_Position_X,R_Position_X,L_Position_Z,R_Position_Z,Reps,Status,Summary
9.366854,0.1647747,0.15243247,0.08508108,0.112289846,3,8,
9.400188,0.17892085,0.14075251,0.08194796,0.11282967,3,9,
9.433522,0.17760402,0.13511416,0.05534353,0.11376762,3,9,
9.466856,0.18122678,0.13152477,0.042348586,0.11583805,3,9,
9.50019,0.18400255,0.13112117,0.029730357,0.117558025,3,9,
9.533524,0.17811301,0.13286063,0.04159434,0.11876125,3,9,
9.566858,0.17911613,0.135874,0.05347227,0.11902246,3,9,
9.600192,0.18426691,0.13969193,0.058202993,0.11821475,3,9,
9.633526,0.1943583,0.14501458,0.057907578,0.11677852,3,9,
9.66686,0.20485945,0.15144092,0.051402785,0.11474549,3,9,
9.700194,0.20911595,0.15635821,0.04700012,0.11271326,3,9,
9.733528,0.20194541,0.16010207,0.05467281,0.110393204,3,9,
9.766862,0.18740545,0.16447072,0.056419402,0.10634618,3,9,
9.800196,0.17301877,0.16499148,0.052011374,0.102671854,3,8,
9.83353,0.16164783,0.16817948,0.04961602,0.097575784,3,8,
9.866864,0.15461348,0.16964899,0.048736483,0.094792165,3,8,
9.900198,0.14954092,0.17096697,0.05068295,0.09272244,3,10,
9.933532,0.1477193,0.17246339,0.052214354,0.09269521,3,10,
9.966866,0.14810194,0.17347819,0.054059092,0.092104554,3,10,
10.0002,0.14997132,0.17420654,0.055146188,0.09135196,3,10,
10.033534,0.15357527,0.1749758,0.05593958,0.08978606,3,10,
10.066868,0.15701996,0.176267,0.05600233,0.087066084,3,8,
10.100202,0.1628422,0.17968522,0.05499207,0.07708289,3,8,
10.133536,0.17627555,0.19006826,0.04711512,0.02841198,3,0,
10.16687,0.18915316,0.18700773,0.003514215,0.004907882,3,0,
10.200204,0.19790636,0.18632032,-0.013008607,-0.014860168,3,0,
10.233538,0.20017718,0.18603204,-0.0344871,-0.046072476,3,0,
10.266872,0.19056147,0.18582273,-0.052649643,-0.06675713,3,0,
10.300206,0.19046926,0.18988474,-0.08300812,-0.090581365,3,0,
10.33354,0.18790701,0.19356726,-0.09720348,-0.107724845,3,0,
10.366874,0.1856903,0.19670771,-0.11582752,-0.12282446,3,0,
10.400208,0.18510129,0.19840683,-0.13081366,-0.13723764,3,0,
10.433542,0.18537496,0.19842169,-0.1441361,-0.14709137,3,0,
10.466876,0.184944,0.19731265,-0.15467004,-0.15396698,3,0,
10.50021,0.18374066,0.19680513,-0.16253202,-0.15982871,3,0,
10.533544,0.18241192,0.19757909,-0.16905181,-0.16509491,3,0,
10.566878,0.18114276,0.19879475,-0.17394675,-0.16973218,3,0,
10.600212,0.17971383,0.20052092,-0.177095,-0.17223488,4,2,
10.633546,0.17843404,0.2014263,-0.17816402,-0.17152654,4,2,
10.66688,0.17753455,0.19999655,-0.17613572,-0.16859151,4,2,
10.700214,0.17739284,0.19828176,-0.17278333,-0.15923636,4,2,
10.733548,0.17675924,0.19912353,-0.16613431,-0.146014,4,10,
10.766882,0.18348879,0.20198095,-0.14186305,-0.13293289,4,0,
