Time_(s),L_Position_X,R_Position_X,L_Position_Z,R_Position_Z,Reps,Status,Summary
3.66674,0.19950959,0.13912378,0.001715288,0.107553184,0,9,
3.700074,0.19605695,0.1453201,-0.005149318,0.10896994,0,9,
3.733408,0.19296874,0.15541077,-0.012344543,0.11029437,0,9,
3.766742,0.1893368,0.16299039,-0.017751155,0.11217195,0,9,
3.800076,0.18395588,0.17159294,-0.019021988,0.110877536,0,8,
3.83341,0.18486583,0.17971355,-0.016581707,0.10777114,0,8,
3.866744,0.18302311,0.18611464,-0.002204604,0.10146273,0,8,
3.900078,0.18001108,0.18990408,-0.014787494,0.09468313,0,8,
3.933412,0.17252596,0.19257832,-0.018021196,0.087272376,0,10,
3.966746,0.1647212,0.19239032,-0.013078697,0.08216898,0,10,
4.00008,0.15741372,0.19049618,-0.013821144,0.081005596,0,10,
4.033414,0.14927436,0.18971714,-0.018457014,0.07691472,0,10,
4.066748,0.13911305,0.18916263,-0.022220366,0.07232014,0,10,
4.100082,0.12989467,0.19154285,-0.023136329,0.06285306,0,10,
4.133416,0.12695658,0.19510622,-0.025573896,0.046866808,0,10,
4.16675,0.12842831,0.19961667,-0.030788153,0.026282439,0,10,
4.200084,0.13181064,0.20253599,-0.037569113,0.009018522,0,10,
4.233418,0.13628288,0.2044642,-0.0463144,-0.00516077,0,10,
4.266752,0.14162326,0.2051576,-0.057148367,-0.018560905,0,10,
4.300086,0.1468773,0.2046885,-0.06857036,-0.03211375,0,10,
4.33342,0.15099388,0.2037016,-0.07893098,-0.046572577,0,10,
4.366754,0.15494108,0.20261869,-0.09003399,-0.061887946,0,10,
4.400088,0.16018707,0.20137888,-0.10511139,-0.07757568,0,10,
4.433422,0.16639298,0.1990058,-0.12464542,-0.09277899,0,10,
4.466756,0.17124261,0.19464138,-0.14682445,-0.10785222,0,10,
4.50009,0.1729783,0.19278726,-0.16838473,-0.124712825,0,8,
4.533424,0.1762682,0.19277065,-0.17946044,-0.13766566,0,8,
4.566758,0.18047081,0.19231665,-0.18992454,-0.14912134,0,8,
4.600092,0.182191,0.19099273,-0.20045398,-0.15911043,0,8,
4.633426,0.18479927,0.18908602,-0.20772998,-0.16726756,0,8,
4.66676,0.18652552,0.18893667,-0.21530533,-0.17539886,0,8,
4.700094,0.18812653,0.19094186,-0.22059207,-0.18394457,0,8,
4.733428,0.18887001,0.19488314,-0.22558695,-0.19134647,0,8,
4.766762,0.18966886,0.20143276,-0.2296385,-0.19620915,0,8,
4.800096,0.19127782,0.20876831,-0.23291342,-0.19678278,0,8,
4.83343,0.19542797,0.21202254,-0.23545402,-0.19699068,1,8,
4.866764,0.20161888,0.21370967,-0.23493832,-0.19630192,1,8,
4.900098,0.20505752,0.21498649,-0.22890441,-0.19248603,1,8,
4.933432,0.20291238,0.21468715,-0.21935184,-0.1843267,1,8,
4.966766,0.1982725,0.21142276,-0.19807918,-0.16394334,1,8,
5.0001,0.20147283,0.2099948,-0.17381419,-0.13952295,1,8,
5.033434,0.20129043,0.21183574,-0.13931693,-0.117461085,1,8,
5.066768,0.20120193,0.21962656,-0.09197963,-0.0993761,1,0,
5.100102,0.20496659,0.2198628,-0.06264466,-0.07649233,1,0,
5.133436,0.20053555,0.22415559,-0.03651704,-0.051587805,1,2,
5.16677,0.19981214,0.22045243,-0.010254707,-0.024367798,1,2,
5.200104,0.19870338,0.21890375,0.01642021,0.000433943,1,2,
5.233438,0.19643323,0.21634331,0.040310107,0.02289951,1,0,
5.266772,0.19486335,0.21289475,0.060000837,0.042989593,1,0,
5.300106,0.19359757,0.21159476,0.07762343,0.0591529,1,0,
5.33344,0.19226936,0.20969015,0.0913459,0.07208403,1,0,
5.366774,0.19174872,0.20663802,0.09921023,0.08325737,1,0,
5.400108,0.19234131,0.204683,0.10170414,0.09056936,1,0,
5.433442,0.19393718,0.20257193,0.10140894,0.09388973,1,0,
5.466776,0.19655369,0.20103683,0.09940824,0.095042385,1,0,
5.50011,0.19749428,0.20023015,0.09832516,0.095483735,1,0,
5.533444,0.19404493,0.19892815,0.09277214,0.0950657,1,0,
5.566778,0.1928475,0.20067324,0.09013305,0.08924472,1,0,
5.600112,0.19628581,0.20155637,0.086942464,0.087205596,1,0,
5.633446,0.20069942,0.20147854,0.08753427,0.086976856,1,0,
5.66678,0.20425181,0.20100856,0.087283194,0.08730062,1,0,
5.700114,0.20432036,0.20136973,0.08207295,0.080057636,1,0,
5.733448,0.2000319,0.19783466,0.07460648,0.06947525,1,0,
5.766782,0.19602425,0.19506127,0.07222878,0.056575626,1,0,
5.800116,0.19622315,0.19385335,0.06503287,0.03786374,1,4,
5.83345,0.19977723,0.19398014,0.04897994,0.0202794,1,4,
5.866784,0.20458983,0.19610661,0.028186046,0.009423091,1,0,
5.900118,0.20713525,0.19972782,0.010976739,0.001173051,1,0,
5.933452,0.20944797,0.20433024,-0.000475486,-0.005032316,1,0,
5.966786,0.21274592,0.21128142,-0.011444951,-0.021339202,1,0,
6.00012,0.2172371,0.2132205,-0.028698085,-0.028296823,1,0,
6.033454,0.2200234,0.21399502,-0.04178724,-0.038586184,1,0,
6.066788,0.22122148,0.21449788,-0.051074605,-0.05352114,1,0,
6.100122,0.22061908,0.21572992,-0.061105557,-0.06702202,1,0,
6.133456,0.22001432,0.2166684,-0.07304187,-0.079772934,1,0,
6.16679,0.22000802,0.21698262,-0.08525778,-0.09208053,1,0,
6.200124,0.22073446,0.21603873,-0.101416826,-0.104417585,1,0,
6.233458,0.22150971,0.21402237,-0.120259315,-0.11503418,1,0,
6.266792,0.21939126,0.21374747,-0.13065447,-0.12861049,1,0,
6.300126,0.21933757,0.2128328,-0.14567979,-0.13798678,1,0,
6.33346,0.21775056,0.21222894,-0.15393507,-0.14707755,1,0,
6.366794,0.21695879,0.2116657,-0.16172524,-0.15555306,1,0,
6.400128,0.21707109,0.21090904,-0.1692827,-0.16251498,1,0,
6.433462,0.21814302,0.20987765,-0.17736517,-0.16885203,1,0,
6.466796,0.21920688,0.20884776,-0.18491614,-0.17458348,1,0,
6.50013,0.22061186,0.20831473,-0.19177946,-0.1798697,1,0,
6.533464,0.22241186,0.21014458,-0.19752502,-0.18446268,1,0,
6.566798,0.2245335,0.21564098,-0.20089498,-0.185314,1,0,
6.600132,0.22442171,0.22112031,-0.20106964,-0.18769827,1,0,
6.633466,0.22310394,0.2232887,-0.19715329,-0.18842739,2,0,
6.6668,0.22064239,0.2240108,-0.19091013,-0.18497519,2,0,
6.700134,0.21782921,0.22436509,-0.18064092,-0.18085058,2,0,
6.733468,0.21602383,0.22428948,-0.16644388,-0.17534602,2,0,
6.766802,0.21502508,0.22375427,-0.15003099,-0.16601619,2,0,
6.800136,0.21224584,0.22207682,-0.13055806,-0.1529861,2,4,
6.83347,0.20532177,0.2179093,-0.103557594,-0.13684835,2,4,
6.866804,0.19173506,0.21245295,-0.056395885,-0.11362263,2,6,
6.900138,0.1945373,0.21033251,-0.002501264,-0.07613027,2,4,
6.933472,0.19595326,0.20635107,0.03580603,-0.034965523,2,4,
6.966806,0.19509506,0.20609942,0.06926704,0.011196444,2,4,
7.00014,0.19349283,0.20703407,0.09433075,0.03743528,2,4,
7.033474,0.1934109,0.19962153,0.10698233,0.078111425,2,4,
7.066808,0.19527364,0.20448154,0.11301586,0.08010159,2,4,
7.100142,0.19460766,0.21026093,0.12189956,0.083871916,2,4,
7.133476,0.19802654,0.21203087,0.126435,0.100939125,2,4,
7.16681,0.19683328,0.2127429,0.13298002,0.11712511,2,0,
7.200144,0.19392106,0.20928986,0.13643497,0.123792626,2,0,
7.233478,0.19195586,0.20274787,0.13468987,0.12732561,2,0,
7.266812,0.19159955,0.20300393,0.13191994,0.122336194,2,0,
7.300146,0.19114658,0.1993352,0.13067576,0.12165796,2,0,
7.33348,0.19147883,0.19894838,0.12895621,0.11781929,2,0,
7.366814,0.19016592,0.19844994,0.12527314,0.11543656,2,0,
7.400148,0.18933944,0.2001405,0.117249385,0.110478975,2,0,
7.433482,0.1875454,0.19675235,0.10953134,0.10458702,2,0,
7.466816,0.18766752,0.19996138,0.103025354,0.09888939,2,0,
7.50015,0.18842024,0.20280747,0.09077807,0.09156588,2,0,
7.533484,0.1879939,0.20720899,0.081421025,0.07398321,2,0,
7.566818,0.18791176,0.21009044,0.0762006,0.06409814,2,2,
7.600152,0.18819135,0.2150954,0.07298939,0.052529745,2,6,
7.633486,0.18860729,0.2192078,0.07234512,0.045411155,2,6,
7.66682,0.1895137,0.22385326,0.07185115,0.035187643,2,6,
7.700154,0.19040585,0.22672342,0.07067498,0.025398102,2,6,
7.733488,0.19112025,0.22855519,0.068783455,0.016344104,2,6,
7.766822,0.1908872,0.22870074,0.06811171,0.010214403,2,6,
7.800156,0.19072953,0.22716203,0.068107694,0.004219468,2,6,
7.83349,0.19095865,0.22367972,0.06796208,0.000594809,2,6,
7.866824,0.19166331,0.21614283,0.06729459,0.001246707,2,6,
7.900158,0.19238637,0.2047153,0.064788,0.002003978,2,4,
7.933492,0.19197154,0.19222882,0.059220176,0.000457719,2,4,
7.966826,0.19222748,0.17973533,0.050073836,-0.002170203,2,4,
8.00016,0.19286841,0.16876468,0.034828544,-0.01121525,2,5,
8.033494,0.19472277,0.16809982,0.0175163,-0.033078887,2,5,
8.066828,0.19976333,0.17832938,0.003591219,-0.07056948,2,5,
8.100162,0.2029806,0.17990333,-0.008433769,-0.10093014,2,5,
8.133496,0.20115879,0.17419103,-0.02301462,-0.11271931,2,5,
8.16683,0.19798923,0.17860974,-0.03634381,-0.13542908,2,4,
8.200164,0.19917706,0.17978063,-0.060796596,-0.15595026,2,4,
8.233498,0.19733945,0.18414064,-0.076784976,-0.18229754,2,4,
8.266832,0.19613577,0.18442261,-0.092057675,-0.19242801,2,4,
8.300166,0.19316934,0.18326364,-0.11254694,-0.20835346,2,4,
8.3335,0.1917075,0.18393198,-0.13064411,-0.21789525,2,4,
8.366834,0.19018072,0.18394406,-0.14635447,-0.22508201,2,4,
8.400168,0.18892317,0.18428034,-0.15770288,-0.23080721,2,4,
8.433502,0.18798546,0.18392782,-0.16491881,-0.23423812,2,4,
8.466836,0.18756306,0.18331313,-0.17137022,-0.23685843,2,4,
8.50017,0.18783197,0.18295503,-0.17720443,-0.23915358,2,4,
8.533504,0.18846527,0.18275867,-0.18233645,-0.2411742,2,4,
8.566838,0.18898812,0.18261027,-0.18651877,-0.2427894,2,4,
8.600172,0.18975163,0.1828938,-0.19032094,-0.24404599,2,4,
8.633506,0.19047868,0.18250424,-0.19463602,-0.24406905,3,4,
8.66684,0.18606126,0.1817049,-0.20310755,-0.24212053,3,4,
8.700174,0.17292643,0.1831886,-0.21444324,-0.23106429,3,0,
8.733508,0.16742142,0.19049473,-0.20761436,-0.21242528,3,2,
8.766842,0.17399965,0.19135286,-0.18849407,-0.18801272,3,0,
8.800176,0.16805576,0.19479845,-0.14332072,-0.15650661,3,2,
8.83351,0.1636571,0.20611222,-0.103483796,-0.12874821,3,6,
8.866844,0.16178748,0.2008664,-0.07393578,-0.10633723,3,6,
8.900178,0.16193493,0.20735636,-0.030181352,-0.07901474,3,6,
8.933512,0.15974835,0.20364241,-0.006767343,-0.05314773,3,6,
8.966846,0.15930739,0.2024708,0.021043342,-0.020800563,3,6,
9.00018,0.16297528,0.19115147,0.05395834,0.027547047,3,6,
9.033514,0.17366712,0.17451079,0.096799955,0.07683308,3,0,
9.066848,0.1717878,0.17407799,0.10637974,0.08857054,3,0,
9.100182,0.17087953,0.17466673,0.11267327,0.09387471,3,0,
9.133516,0.17028297,0.17405273,0.117263734,0.09827268,3,0,
9.16685,0.16977568,0.1709556,0.12021701,0.10260427,3,0,
9.200184,0.17005709,0.17017098,0.12258043,0.104056634,3,0,
9.233518,0.17067654,0.16932026,0.124779075,0.106443055,3,0,
9.266852,0.17153586,0.16821231,0.12641649,0.10737887,3,0,
9.300186,0.17483948,0.16497782,0.12604815,0.10824431,3,0,
9.33352,0.17700703,0.16004139,0.12076725,0.10990205,3,0,
