Time (s),Camera_S_X,Camera_S_Z,Camera_V_X,Camera_V_Z,Camera_A_X,Camera_A_Z
0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.03333333333333333,-0.0,-0.0,0.0,0.0,0.45000000000000007,0.45000000000000007
0.06666666666666667,-0.0,-0.0,0.030000000000000002,0.030000000000000002,0.45000000000000007,0.45000000000000007
0.1,0.002,0.002,0.030000000000000002,0.030000000000000002,-0.45000000000000007,-0.45000000000000007
0.13333333333333333,0.002,0.002,0.0,0.0,-0.45000000000000007,-0.45000000000000007
0.16666666666666666,0.002,0.002,0.0,0.0,0.0,0.0
0.19999999999999998,0.002,0.002,0.0,0.0,0.0,0.0
0.2333333333333333,0.002,0.002,0.0,0.0,0.0,0.0
0.26666666666666666,0.002,0.002,0.0,0.0,0.0,0.0
0.3,0.002,0.002,0.0,0.0,0.0,0.0
0.3333333333333333,0.002,0.002,0.0,0.0,0.45000000000000007,0.0
0.36666666666666664,0.002,0.002,0.030000000000000002,0.0,0.45000000000000007,0.0
0.39999999999999997,0.004,0.002,0.030000000000000002,0.0,-0.45000000000000007,0.0
0.4333333333333333,0.004,0.002,0.0,0.0,-0.45000000000000007,0.0
0.4666666666666666,0.004,0.002,0.0,0.0,0.0,0.0
0.49999999999999994,0.004,0.002,0.0,0.0,0.0,0.0
0.5333333333333333,0.004,0.002,0.0,0.0,0.0,0.0
0.5666666666666667,0.004,0.002,0.0,0.0,0.0,0.0
0.6,0.004,0.002,0.0,0.0,0.0,0.0
0.6333333333333333,0.004,0.002,0.0,0.0,0.0,0.0
0.6666666666666666,0.004,0.002,0.0,0.0,0.0,0.0
0.7,0.004,0.002,0.0,0.0,0.45000000000000007,0.0
0.7333333333333333,0.004,0.002,0.030000000000000002,0.0,0.45000000000000007,0.0
0.7666666666666666,0.006,0.002,0.030000000000000002,0.0,-0.45000000000000007,0.0
0.7999999999999999,0.006,0.002,0.0,0.0,-0.45000000000000007,0.0
0.8333333333333333,0.006,0.002,0.0,0.0,0.0,0.0
0.8666666666666666,0.006,0.002,0.0,0.0,0.0,0.0
0.8999999999999999,0.006,0.002,0.0,0.0,0.0,0.0
0.9333333333333332,0.006,0.002,0.0,0.0,0.0,0.0
0.9666666666666666,0.006,0.002,0.0,0.0,0.0,0.0
0.9999999999999999,0.006,0.002,0.0,0.0,0.45000000000000007,0.0
1.0333333333333332,0.006,0.002,0.030000000000000002,0.0,0.45000000000000007,0.0
1.0666666666666667,0.008,0.002,0.030000000000000002,0.0,-0.45000000000000007,0.0
1.1,0.008,0.002,0.0,0.0,-0.45000000000000007,0.0
1.1333333333333335,0.008,0.002,0.0,0.0,0.0,0.0
1.166666666666667,0.008,0.002,0.0,0.0,0.0,0.0
1.2000000000000004,0.008,0.002,0.0,0.0,0.0,0.0
1.2333333333333338,0.008,0.002,0.0,0.0,0.0,0.0
1.2666666666666673,0.008,0.002,0.0,0.0,0.0,0.0
1.3000000000000007,0.008,0.002,0.0,0.0,0.0,0.0
1.3333333333333341,0.008,0.002,0.0,0.0,0.0,0.0
1.3666666666666676,0.008,0.002,0.0,0.0,0.0,0.0
1.400000000000001,0.008,0.002,0.0,0.0,0.0,0.0
1.4333333333333345,0.008,0.002,0.0,0.0,0.0,0.0
1.466666666666668,0.008,0.002,0.0,0.0,0.0,0.0
1.5000000000000013,0.008,0.002,0.0,0.0,-0.45000000000000007,0.0
1.5333333333333348,0.008,0.002,-0.030000000000000002,0.0,-0.45000000000000007,0.0
1.5666666666666682,0.006,0.002,-0.030000000000000002,0.0,0.45000000000000007,0.0
1.6000000000000016,0.006,0.002,0.0,0.0,0.45000000000000007,0.0
1.633333333333335,0.006,0.002,0.0,0.0,0.0,0.0
1.6666666666666685,0.006,0.002,0.0,0.0,0.0,0.0
1.700000000000002,0.006,0.002,0.0,0.0,0.0,0.0
1.7333333333333354,0.006,0.002,0.0,0.0,-0.45000000000000007,-0.45000000000000007
1.7666666666666688,0.006,0.002,-0.030000000000000002,-0.030000000000000002,-0.45000000000000007,0.0
1.8000000000000023,0.004,-0.0,-0.030000000000000002,0.0,0.45000000000000007,1.8
1.8333333333333357,0.004,0.002,0.0,0.09,0.45000000000000007,1.8000000000000003
1.8666666666666691,0.004,0.006,0.0,0.12000000000000001,0.45000000000000007,0.9
1.9000000000000026,0.004,0.01,0.030000000000000002,0.15,0.45000000000000007,0.4499999999999998
1.933333333333336,0.006,0.016,0.030000000000000002,0.15,0.45000000000000007,-4.163336342344337e-16
1.9666666666666694,0.006,0.02,0.060000000000000005,0.14999999999999997,1.35,-4.163336342344337e-16
2.0000000000000027,0.01,0.026,0.12000000000000001,0.14999999999999997,1.3499999999999999,0.0
2.033333333333336,0.014,0.03,0.15,0.14999999999999997,-4.163336342344337e-16,-0.44999999999999934
2.066666666666669,0.02,0.036,0.11999999999999998,0.12000000000000001,-0.4499999999999998,-1.3499999999999988
2.1000000000000023,0.022,0.038,0.12000000000000001,0.06000000000000005,0.900000000000001,-0.4500000000000004
2.1333333333333355,0.028,0.04,0.18000000000000005,0.08999999999999998,0.8999999999999998,0.44999999999999896
2.1666666666666687,0.034,0.044,0.18,0.08999999999999998,-1.2490009027033011e-15,-0.44999999999999896
2.200000000000002,0.04,0.046,0.17999999999999997,0.06000000000000005,0.45,-0.44999999999999896
2.233333333333335,0.046,0.048,0.21,0.06000000000000005,0.4500000000000004,-1.5612511283791264e-15
2.2666666666666684,0.054,0.05,0.21,0.05999999999999995,0.4500000000000017,-1.5612511283791264e-15
2.3000000000000016,0.06,0.052,0.2400000000000001,0.05999999999999995,0.0,-0.8999999999999992
2.333333333333335,0.07,0.054,0.21,0.0,-0.900000000000002,-1.3499999999999996
2.366666666666668,0.074,0.052,0.17999999999999997,-0.030000000000000027,0.0,0.0
2.4000000000000012,0.082,0.052,0.21,0.0,-0.4500000000000004,0.4500000000000004
2.4333333333333345,0.088,0.052,0.14999999999999994,0.0,-0.4499999999999975,0.4500000000000004
2.4666666666666677,0.092,0.052,0.18000000000000016,0.030000000000000027,0.4500000000000004,0.4500000000000004
2.500000000000001,0.1,0.054,0.17999999999999997,0.030000000000000027,-0.9000000000000039,-0.4500000000000004
2.533333333333334,0.104,0.054,0.1199999999999999,0.0,-0.4499999999999975,-0.4500000000000004
2.5666666666666673,0.108,0.054,0.15000000000000013,0.0,0.4500000000000006,0.0
2.6000000000000005,0.114,0.054,0.14999999999999994,0.0,-0.4500000000000035,0.0
2.6333333333333337,0.118,0.054,0.1199999999999999,0.0,-0.4499999999999975,-0.4500000000000004
2.666666666666667,0.122,0.054,0.1200000000000001,-0.030000000000000027,-0.4499999999999973,-0.4500000000000004
2.7,0.126,0.052,0.09000000000000008,-0.030000000000000027,-0.4500000000000004,0.4500000000000004
2.7333333333333334,0.128,0.052,0.09000000000000008,0.0,0.4500000000000004,0.4500000000000004
2.7666666666666666,0.132,0.052,0.1200000000000001,0.0,0.0,0.4500000000000004
2.8,0.136,0.052,0.09000000000000008,0.030000000000000027,-0.4500000000000067,0.4500000000000004
2.833333333333333,0.138,0.054,0.08999999999999966,0.030000000000000027,-6.2450045135165055e-15,-0.4500000000000004
2.8666666666666663,0.142,0.054,0.08999999999999966,0.0,-0.4499999999999942,-0.4500000000000004
2.8999999999999995,0.144,0.054,0.06000000000000005,0.0,6.2450045135165055e-15,0.0
2.9333333333333327,0.146,0.054,0.09000000000000008,0.0,0.4500000000000004,0.0
2.966666666666666,0.15,0.054,0.09000000000000008,0.0,0.0,0.4500000000000004
2.999999999999999,0.152,0.054,0.09000000000000008,0.030000000000000027,0.0,0.4500000000000004
3.0333333333333323,0.156,0.056,0.09000000000000008,0.030000000000000027,0.0,0.0
3.0666666666666655,0.158,0.056,0.09000000000000008,0.030000000000000027,0.0,0.0
3.0999999999999988,0.162,0.058,0.09000000000000008,0.030000000000000027,-0.4500000000000004,-1.5612511283791264e-15
3.133333333333332,0.164,0.058,0.06000000000000005,0.029999999999999923,-0.4500000000000004,-1.5612511283791264e-15
3.166666666666665,0.166,0.06,0.06000000000000005,0.029999999999999923,0.0,1.5612511283791264e-15
3.1999999999999984,0.168,0.06,0.06000000000000005,0.030000000000000027,-6.2450045135165055e-15,1.5612511283791264e-15
3.2333333333333316,0.17,0.062,0.05999999999999964,0.030000000000000027,-6.2450045135165055e-15,0.0
3.266666666666665,0.172,0.062,0.05999999999999964,0.030000000000000027,6.2450045135165055e-15,-0.4500000000000004
3.299999999999998,0.174,0.064,0.06000000000000005,0.0,6.2450045135165055e-15,-0.9000000000000008
3.3333333333333313,0.176,0.062,0.06000000000000005,-0.030000000000000027,-0.4500000000000004,0.0
3.3666666666666645,0.178,0.062,0.030000000000000027,0.0,-0.4500000000000004,0.4500000000000004
3.3999999999999977,0.178,0.062,0.030000000000000027,0.0,0.0,0.0
3.433333333333331,0.18,0.062,0.030000000000000027,0.0,0.0,0.0
3.466666666666664,0.18,0.062,0.030000000000000027,0.0,0.0,0.0
3.4999999999999973,0.182,0.062,0.030000000000000027,0.0,0.0,0.0
3.5333333333333306,0.182,0.062,0.030000000000000027,0.0,0.0,0.0
3.5666666666666638,0.184,0.062,0.030000000000000027,0.0,-0.4500000000000004,0.0
3.599999999999997,0.184,0.062,0.0,0.0,-0.4500000000000004,0.0
3.63333333333333,0.184,0.062,0.0,0.0,0.0,-0.4500000000000004
3.6666666666666634,0.184,0.062,0.0,-0.030000000000000027,0.0,-0.4500000000000004
3.6999999999999966,0.184,0.06,0.0,-0.030000000000000027,0.0,0.4500000000000004
3.73333333333333,0.184,0.06,0.0,0.0,0.0,1.5612511283791264e-15
3.766666666666663,0.184,0.06,0.0,-0.029999999999999923,0.0,-0.44999999999999885
3.7999999999999963,0.184,0.058,0.0,-0.029999999999999923,0.0,0.44999999999999885
3.8333333333333295,0.184,0.058,0.0,0.0,-0.4500000000000004,0.44999999999999885
3.8666666666666627,0.184,0.058,-0.030000000000000027,0.0,-0.4500000000000004,-0.4500000000000004
3.899999999999996,0.182,0.058,-0.030000000000000027,-0.030000000000000027,0.4500000000000004,-0.9000000000000008
3.933333333333329,0.182,0.056,0.0,-0.06000000000000005,0.4500000000000004,-0.4500000000000004
3.9666666666666623,0.182,0.054,0.0,-0.06000000000000005,-0.4500000000000004,1.5612511283791264e-15
3.9999999999999956,0.182,0.052,-0.030000000000000027,-0.05999999999999995,-0.4500000000000004,-0.44999999999999896
4.033333333333329,0.18,0.05,-0.030000000000000027,-0.08999999999999998,0.4500000000000004,-0.9000000000000009
4.066666666666662,0.18,0.046,0.0,-0.12000000000000001,0.4500000000000004,-0.4500000000000004
4.099999999999995,0.18,0.042,0.0,-0.12000000000000001,0.0,0.0
