PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
43, 2395400727, -171.9292449951172, -54.47953796386719, 125.54287719726562, -0.0023008424, 0.08016795, -0.17414093, -1.2417430877685547, -4.894420623779297, 2.274014711380005
44, 2395450728, -171.93753051757812, -54.11951446533203, 125.44514465332031, -0.026248915, 0.0677974, -0.1605587, -1.7969002723693848, -6.626230239868164, 2.921506881713867
45, 2395500729, -171.9656219482422, -53.78873062133789, 125.38316345214844, -0.11207901, 0.071062595, -0.13088131, -1.6819113492965698, -6.098148345947266, 2.4858884811401367
46, 2395550730, -171.99102783203125, -53.6419792175293, 125.2908706665039, -0.17447868, 0.16038485, 0.19365692, -1.5249378681182861, -2.4651122093200684, 1.9028064012527466
47, 2395600731, -171.60653686523438, -54.212684631347656, 125.07786560058594, -0.17778891, -0.05480448, 0.32914734, 4.380921363830566, 11.978546142578125, 1.5085275173187256
48, 2395650732, -170.93663024902344, -54.652530670166016, 124.62508392333984, -0.018865388, -0.19626449, -0.5406523, 6.170483112335205, 9.817851066589355, 4.522648334503174
49, 2395700733, -170.30128479003906, -54.29806900024414, 123.9674301147461, 0.032298293, 0.20601726, -0.08139801, 1.9882467985153198, -5.405555248260498, 9.452774047851562
50, 2395750734, -169.5160675048828, -53.9721565246582, 123.1933364868164, -0.121951796, 0.25022197, 7.05719E-5, 3.42059588432312, -4.517981052398682, 10.634893417358398
51, 2395800735, -168.82838439941406, -53.992469787597656, 122.57170867919922, -0.31178537, 0.024853636, -0.07919788, 3.8297886848449707, 2.099693775177002, 7.759486675262451
52, 2395850736, -168.53131103515625, -53.53996276855469, 122.32467651367188, 0.093170255, 0.2160417, 0.56879234, 2.1709110736846924, -7.9848761558532715, 5.237045764923096
53, 2395900737, -169.34234619140625, -53.08504104614258, 122.84706115722656, 0.21181004, -0.15865955, -0.7201834, -7.62686014175415, -9.810819625854492, -3.7826907634735107
54, 2395950738, -170.29721069335938, -51.41044616699219, 123.15393829345703, -0.5909649, 0.48950657, 0.9181967, -14.033145904541016, -33.31009292602539, 2.822620391845703
55, 2396000739, -170.3529815673828, -50.951602935791016, 123.02442932128906, 0.18017782, -0.020882368, -0.56745243, -2.917205333709717, -8.45616340637207, 3.7388222217559814
56, 2396050740, -170.55079650878906, -50.46071243286133, 122.96507263183594, -0.05134249, 0.5141705, 0.78083324, -4.663866996765137, -9.239651679992676, 2.9690771102905273
57, 2396100741, -170.55990600585938, -49.82919692993164, 122.69770050048828, 0.026809039, 0.057564534, 0.16244125, -4.073177337646484, -11.579329490661621, 6.051088809967041
58, 2396150742, -171.9877166748047, -48.82733154296875, 123.43695831298828, -0.90686, 0.6006745, 1.024375, -17.12967300415039, -20.948837280273438, -5.884502410888672
59, 2396200743, -172.41494750976562, -49.31122970581055, 123.82112884521484, 0.5370717, -0.38495928, -1.2460594, -2.526249885559082, 9.221467971801758, -5.7033209800720215
60, 2396250744, -172.3483428955078, -48.16841506958008, 123.50772857666016, 0.08651158, 0.04961574, -0.18438244, -3.1672308444976807, -21.787912368774414, 7.72510290145874
61, 2396300745, -172.3843536376953, -46.943546295166016, 123.1680679321289, -0.45482516, 0.5319495, 0.5948372, -5.522470951080322, -23.351232528686523, 8.396455764770508
62, 2396350746, -172.0724639892578, -47.34819793701172, 122.79251098632812, -0.003311121, 0.034686975, -0.21936798, 0.9427616596221924, 9.02712345123291, 4.56484842300415
63, 2396400747, -171.43551635742188, -48.00151824951172, 122.2126693725586, 0.37446734, 0.10460127, -0.19144535, 4.377283573150635, 14.36816692352295, 6.451715469360352
64, 2396450748, -170.75677490234375, -47.571250915527344, 121.46687316894531, 0.8048145, 0.044425435, -0.014469147, 2.740492105484009, -6.631547927856445, 11.831172943115234
65, 2396500749, -170.5410919189453, -45.37741470336914, 120.34767150878906, -0.6900793, -0.55582565, -0.8194313, -11.70313835144043, -40.465492248535156, 22.94024085998535
66, 2396550750, -169.86671447753906, -44.452659606933594, 119.48067474365234, -0.79764664, 0.5738164, 0.51044273, 1.4537019729614258, -15.811910629272461, 15.845617294311523
67, 2396600751, -169.367431640625, -45.982704162597656, 119.60879516601562, -0.44481426, -0.8792179, -1.362792, 12.012160301208496, 30.09190559387207, -6.69124698638916
68, 2396650752, -169.19815063476562, -47.91389846801758, 119.61478424072266, -1.0627029, 0.2283956, 1.3940115, 3.67954421043396, 38.2503547668457, -6.664950370788574
69, 2396700753, -169.77833557128906, -51.41563415527344, 121.31831359863281, 0.5973799, 0.30397606, -0.021927834, 14.581604957580566, 65.14424896240234, -33.86494064331055
70, 2396750754, -172.9345245361328, -50.5951042175293, 124.71263122558594, 0.477752, -0.61299235, 0.59558964, -10.150605201721191, -22.324222564697266, -39.1530647277832
71, 2396800755, -174.21359252929688, -50.914363861083984, 125.29458618164062, 0.32414004, -0.056136955, -1.1930828, -16.336071014404297, 5.840676784515381, -7.4494099617004395
72, 2396850756, -174.6835174560547, -48.91753387451172, 125.4288558959961, -0.14286703, 0.25533104, 0.34975052, -7.129487037658691, -39.5947380065918, 2.7409985065460205
73, 2396900757, -174.80128479003906, -48.327877044677734, 125.41870880126953, -0.2328824, 0.16758978, -0.12125683, -2.2965810298919678, -11.410049438476562, 1.8122024536132812
74, 2396950758, -174.82322692871094, -47.981605529785156, 125.44212341308594, 0.008223936, -0.013953914, -0.24682903, 0.1233103796839714, -6.605216979980469, 0.9122381806373596
75, 2397000759, -174.6983642578125, -48.609439849853516, 125.42090606689453, 0.26767933, -0.25987884, -0.56836796, 2.392530679702759, 12.850058555603027, -0.26804256439208984
76, 2397050760, -174.4089813232422, -47.684776306152344, 125.09101104736328, 0.07848501, 0.02082515, 0.24284935, 1.087194561958313, -17.671249389648438, 6.733962059020996
77, 2397100761, -173.8303680419922, -46.523677825927734, 124.55349731445312, -0.019981835, 0.2101699, -0.072081566, 3.9080584049224854, -22.026931762695312, 10.254998207092285
78, 2397150762, -173.46197509765625, -45.45880889892578, 124.10562896728516, -0.17795275, 0.39272478, 0.390563, 1.1367690563201904, -20.155324935913086, 9.139202117919922
79, 2397200763, -173.50665283203125, -44.97071838378906, 124.08488464355469, -0.34731364, 0.3204809, 0.22903252, -0.9762179255485535, -9.343803405761719, 1.9955806732177734
80, 2397250764, -173.49061584472656, -45.6385498046875, 124.15437316894531, -0.33439863, -0.09019049, -0.1450386, 1.519945502281189, 13.480663299560547, -1.8855282068252563
81, 2397300765, -173.45201110839844, -46.19899368286133, 124.24010467529297, -0.29918438, 0.06264554, 0.13597012, 2.2174224853515625, 11.320533752441406, -1.863028645515442
82, 2397350766, -173.07688903808594, -46.35552215576172, 123.95343017578125, 0.17918721, -0.40982217, -0.8375311, 3.5721676349639893, 3.894670009613037, 4.165772438049316
83, 2397400767, -172.67164611816406, -45.482078552246094, 123.5935287475586, -0.12228885, -0.14885919, 0.046040535, 3.146265983581543, -16.388954162597656, 7.732295036315918
84, 2397450768, -172.3756561279297, -44.38730239868164, 123.23188781738281, -0.38344854, 0.64756966, 0.91875076, 1.0222254991531372, -20.71943473815918, 8.522937774658203
85, 2397500769, -172.52488708496094, -44.51526641845703, 123.34423065185547, -0.05626961, -0.06538268, 0.06550121, -1.199865698814392, 2.648944854736328, -1.3280187845230103
86, 2397550770, -172.78811645507812, -44.750240325927734, 123.56088256835938, 0.23481175, 0.07650424, -0.27534103, -2.0079903602600098, 4.588675022125244, -3.061211347579956
87, 2397600771, -172.9833984375, -44.62859344482422, 123.67431640625, -0.17247981, 0.17986311, 0.0069122314, -2.097309112548828, -2.291201591491699, -0.7018478512763977
88, 2397650772, -172.89820861816406, -44.618080139160156, 123.66065979003906, 0.07635359, 0.056119185, -0.074297905, 1.723706841468811, 0.13832351565361023, 0.8159586787223816
89, 2397700773, -172.77328491210938, -45.04190444946289, 123.72599792480469, -0.0031019128, 0.10881169, -0.09382343, 3.631166696548462, 8.617677688598633, -1.3792816400527954
90, 2397750774, -172.7581787109375, -45.2762451171875, 123.78858947753906, 0.10721671, 0.08491793, -0.124812126, 1.402938723564148, 4.860681056976318, -0.8683949708938599
91, 2397800775, -173.03440856933594, -45.27973556518555, 123.9975814819336, 0.22379346, 0.0663126, -0.2198515, -2.3422136306762695, 0.029405519366264343, -2.3295865058898926
92, 2397850776, -173.20864868164062, -44.858543395996094, 124.01226043701172, -0.25693843, 0.057648014, 0.106476784, -3.0636579990386963, -8.06345272064209, 1.4002817869186401
93, 2397900777, -173.14080810546875, -44.447811126708984, 123.81594848632812, 0.19155507, -0.08807193, -0.41295528, -1.1901395320892334, -7.500217914581299, 4.3470587730407715
94, 2397950778, -173.13934326171875, -44.15638732910156, 123.72796630859375, 0.017611703, 0.1581942, 0.046905518, -0.9885573983192444, -5.311418533325195, 2.5437047481536865
95, 2398000779, -173.4039306640625, -44.296939849853516, 123.90447235107422, -0.13838023, 0.13087578, 0.03636074, -2.6167314052581787, 2.8194665908813477, -2.2442245483398438
96, 2398050780, -173.84535217285156, -45.12266159057617, 124.34799194335938, -0.18176185, 0.037125614, -0.030088425, -2.3760974407196045, 16.036027908325195, -7.500699520111084
97, 2398100781, -174.01931762695312, -45.48598861694336, 124.55665588378906, 0.21651588, -0.15449104, -0.48037243, -0.2991953194141388, 7.239612102508545, -3.0895802974700928
98, 2398150782, -174.1015167236328, -45.12120056152344, 124.52134704589844, 0.04230318, -0.015304491, -0.26061058, -1.9337109327316284, -6.8799543380737305, 1.8463947772979736
99, 2398200783, -174.10931396484375, -44.575775146484375, 124.41596984863281, 0.05343949, 0.13156241, 0.05756378, -1.4290530681610107, -10.371509552001953, 3.203202247619629
100, 2398250784, -174.1072540283203, -44.345741271972656, 124.34220123291016, -0.16669463, 0.092278555, 0.02507019, -0.780035138130188, -4.141721248626709, 2.116974115371704
101, 2398300785, -174.28721618652344, -44.09440231323242, 124.4051513671875, 0.17675963, -0.031131666, -0.27751732, -2.508159875869751, -4.767228126525879, 0.20697855949401855
102, 2398350786, -174.37164306640625, -43.44679260253906, 124.3488540649414, -0.13698281, 0.06866765, -0.053520203, -2.2545056343078613, -12.481338500976562, 2.6854050159454346
103, 2398400787, -174.53726196289062, -42.82309341430664, 124.33833312988281, -0.18199363, 0.104727104, 0.1347084, -3.243757724761963, -12.07395076751709, 1.9550676345825195
104, 2398450788, -174.48843383789062, -43.0702018737793, 124.30328369140625, 0.025165547, 0.11285058, 0.01454258, 0.7104051113128662, 5.294553279876709, 0.6348134279251099
105, 2398500789, -174.6520538330078, -43.12406539916992, 124.36946868896484, -0.069773816, -0.19912992, -0.5421047, -2.1543612480163574, 1.307603120803833, -0.4675043523311615
106, 2398550790, -174.60552978515625, -42.69287872314453, 124.26776885986328, -0.054020848, -0.06288548, -0.35497475, -0.24268943071365356, -8.119235038757324, 2.887101888656616
107, 2398600791, -174.6883544921875, -42.00428771972656, 124.19800567626953, -0.06005793, 0.1249576, 0.07042599, -2.384082794189453, -13.287956237792969, 2.908341646194458
108, 2398650792, -175.08517456054688, -41.19127655029297, 124.3363037109375, 0.39998403, 0.029187998, -0.18849182, -5.887115478515625, -16.052112579345703, -0.014287748374044895
109, 2398700793, -175.82138061523438, -39.252017974853516, 124.6642074584961, -0.8483778, 1.2473772, 1.7345409, -10.275019645690918, -38.73058319091797, -1.3204020261764526
110, 2398750794, -176.71490478515625, -39.640132904052734, 125.08629608154297, 1.1206551, -1.1353853, -1.6124573, -12.293612480163574, 7.648706436157227, -6.413675785064697
111, 2398800795, -177.2041778564453, -38.16310119628906, 125.3783950805664, -0.08853639, 0.30617273, 1.5302992, -5.9020771980285645, -29.409292221069336, -2.3763375282287598
112, 2398850796, -176.94500732421875, -35.1626091003418, 125.26959228515625, -0.6307992, 0.8351726, 2.9264908, 4.099404811859131, -59.51057052612305, 5.401822566986084
113, 2398900797, -176.0821075439453, -38.1713752746582, 124.61506652832031, 0.3651207, -0.2889266, 1.6559458, 9.64070987701416, 61.02720260620117, 7.422769546508789
114, 2398950798, -175.12181091308594, -38.43544387817383, 123.98528289794922, 0.5824181, -1.6156378, 0.035850525, 11.621383666992188, 6.349791526794434, 10.044976234436035
115, 2399000799, -173.56983947753906, -36.96435546875, 122.5766372680664, -0.20366165, 0.26657844, 1.9739857, 14.017492294311523, -26.74716567993164, 25.678754806518555
116, 2399050800, -172.40274047851562, -39.35674285888672, 121.71036529541016, 0.6039821, -1.0853963, 0.1924448, 12.840534210205078, 49.48424530029297, 8.276177406311035
117, 2399100801, -171.4951171875, -41.15864181518555, 121.15625, 0.67032295, -1.2531595, -1.5739202, 11.200847625732422, 37.203521728515625, 3.921196699142456
118, 2399150802, -170.78460693359375, -42.44245529174805, 120.74961853027344, 0.7174407, -0.9887239, -2.4706745, 8.997359275817871, 26.64564323425293, 2.6297457218170166
119, 2399200803, -169.8651885986328, -44.48043441772461, 119.98143005371094, 0.47044203, 0.15328854, -1.7685299, 8.024577140808105, 42.398006439208984, 4.737909317016602
120, 2399250804, -170.84812927246094, -46.44812774658203, 120.7677993774414, 0.85595137, -0.65806395, -3.0087013, -8.232282638549805, 37.295955657958984, -16.873214721679688
121, 2399300805, -171.29981994628906, -46.483863830566406, 120.91278839111328, 0.26935816, 0.6976029, -0.723012, -6.720124244689941, 0.7462206482887268, -1.4889836311340332
122, 2399350806, -171.93223571777344, -46.24992752075195, 121.30567932128906, -0.06305412, 0.78041506, -0.6542139, -6.749599933624268, -5.07012414932251, -4.084933280944824
123, 2399400807, -172.0067596435547, -46.7044792175293, 121.16731262207031, -0.12442117, 0.08961037, -0.82170105, -3.283447265625, 9.613560676574707, 1.2144341468811035
124, 2399450808, -171.7588653564453, -46.48194122314453, 120.8659896850586, -0.123269185, 0.89796644, 0.4602461, 0.7918280959129333, -3.4780848026275635, 5.326143264770508
