Time (s),L_Position_X,R_Position_X,L_Position_Z,R_Position_Z,Reps,Status,Summary
11.766902,0.25143299,0.25619534,0.09030572,0.1090488,3,0,
11.800236,0.25135013,0.25523865,0.084402196,0.100899816,3,0,
11.83357,0.2512552,0.2542205,0.078015774,0.09226578,3,0,
11.866904,0.25147143,0.25332668,0.06963963,0.082918786,3,0,
11.900238,0.2522194,0.25270256,0.058275986,0.0716439,3,0,
11.933572,0.25362188,0.2525819,0.043837007,0.05715683,3,0,
11.966906,0.255455,0.25295195,0.026674846,0.039744668,3,0,
12.00024,0.25766176,0.25374514,0.006710738,0.019084508,3,0,
12.033574,0.26000822,0.25478113,-0.015709154,-0.004871847,3,0,
12.066908,0.26196313,0.2557079,-0.03881087,-0.030684164,3,0,
12.100242,0.26295936,0.25585526,-0.06016254,-0.05539354,3,0,
12.133576,0.26273173,0.25479704,-0.07842042,-0.07741715,3,0,
12.16691,0.26293805,0.25378096,-0.09550679,-0.097154185,3,0,
12.200244,0.2635784,0.25310126,-0.11351913,-0.11793312,3,0,
12.233578,0.26385063,0.252472,-0.13135146,-0.13864043,3,0,
12.266912,0.2636049,0.25185525,-0.1490915,-0.15888408,3,0,
12.300246,0.26331258,0.251481,-0.16669767,-0.17815928,3,0,
12.33358,0.2632779,0.2516455,-0.18389696,-0.19621024,3,0,
12.366914,0.2637169,0.25240576,-0.19964617,-0.21216199,3,0,
12.400248,0.26460442,0.2533878,-0.21331608,-0.22502877,3,0,
12.433582,0.26576495,0.2539795,-0.22398391,-0.23446856,3,0,
12.466916,0.2668396,0.2537963,-0.2316229,-0.24055561,3,0,
12.50025,0.26747793,0.2538783,-0.23628025,-0.24365129,4,0,
12.533584,0.26774937,0.25452876,-0.23835549,-0.24358886,4,0,
12.566918,0.26801443,0.25574955,-0.23728377,-0.24043013,4,0,
12.600252,0.26839042,0.25733706,-0.23210503,-0.23386116,4,0,
12.633586,0.2688502,0.25901282,-0.22194354,-0.22338787,4,0,
12.66692,0.26914895,0.26065916,-0.20647451,-0.20821783,4,0,
12.700254,0.26904345,0.26200482,-0.18573038,-0.18775792,4,0,
12.733588,0.26837608,0.26298523,-0.15983701,-0.1615082,4,0,
12.766922,0.26709503,0.2636016,-0.12938465,-0.12963179,4,0,
12.800256,0.26531866,0.26372844,-0.09586651,-0.09341459,4,0,
12.83359,0.26317552,0.26358846,-0.061193883,-0.055440772,4,0,
12.866924,0.26110846,0.26296365,-0.028554354,-0.018923752,4,0,
12.900258,0.2594689,0.26181918,0.0007809,0.013263463,4,0,
12.933592,0.258166,0.2606498,0.026447158,0.039359115,4,0,
12.966926,0.25686288,0.2597429,0.047348518,0.059375655,4,0,
13.00026,0.2554692,0.25898138,0.06384019,0.07463826,4,0,
13.033594,0.25413477,0.2579295,0.07699,0.08665899,4,0,
13.066928,0.25308362,0.25680855,0.08752867,0.09631957,4,0,
13.100262,0.25249982,0.25589582,0.09584119,0.103995174,4,0,
13.133596,0.2524908,0.25530505,0.10193812,0.10983774,4,0,
13.16693,0.25270587,0.25520134,0.1055673,0.11376083,4,0,
13.200264,0.25286525,0.25551915,0.106658936,0.1153754,4,0,
13.233598,0.25291488,0.256026,0.104740605,0.11403848,4,0,
13.266932,0.25300336,0.25636092,0.10009699,0.10980419,4,0,
13.300266,0.2532613,0.25629693,0.09335853,0.10250242,4,0,
13.3336,0.25360096,0.2561857,0.085071705,0.09266533,4,0,
13.366934,0.25394556,0.25618026,0.075730346,0.08075114,4,0,
13.400268,0.25427997,0.25627726,0.0648598,0.06654034,4,0,
13.433602,0.25469702,0.25636142,0.052229147,0.050377633,4,0,
13.466936,0.25529075,0.2564615,0.038021307,0.033017863,4,0,
13.50027,0.25614434,0.25662717,0.02230531,0.014970101,4,0,
13.533604,0.257265,0.25696886,0.005277864,-0.003815903,4,0,
13.566938,0.2585771,0.25751203,-0.012979439,-0.023378056,4,0,
13.600272,0.25998086,0.25809795,-0.032163233,-0.042561255,4,0,
13.633606,0.26117334,0.25843155,-0.050628215,-0.060650922,4,0,
13.66694,0.2617814,0.25828803,-0.06747062,-0.076232195,4,0,
13.700274,0.26199913,0.25799468,-0.08121105,-0.08878982,4,0,
13.733608,0.26264286,0.2577656,-0.09533017,-0.101503715,4,0,
13.766942,0.26328945,0.25712046,-0.110735916,-0.115238525,4,0,
13.800276,0.26372287,0.25610495,-0.12717621,-0.13011649,4,0,
13.83361,0.26393422,0.25522363,-0.14434996,-0.1460612,4,0,
13.866944,0.26431513,0.25480983,-0.16210827,-0.16292977,4,0,
13.900278,0.2652,0.2551541,-0.1801022,-0.18030305,4,0,
13.933612,0.2665897,0.25619566,-0.1976521,-0.19757633,4,0,
13.966946,0.26836345,0.2578714,-0.21398637,-0.21397972,4,0,
14.00028,0.27040508,0.25989372,-0.22805119,-0.22827035,4,0,
14.033614,0.2723814,0.26185942,-0.23894033,-0.23918222,4,0,
14.066948,0.2738224,0.2636073,-0.24673636,-0.24687271,4,0,
14.100282,0.27477697,0.26486468,-0.25180337,-0.25153816,4,0,
14.133616,0.27549806,0.2660254,-0.25322786,-0.25266936,5,0,
14.16695,0.2760969,0.26724574,-0.25028664,-0.24998134,5,0,
14.200284,0.2765726,0.2683827,-0.24257426,-0.24328627,5,0,
14.233618,0.27673942,0.26942635,-0.22965004,-0.23245814,5,0,
14.266952,0.27635095,0.27015978,-0.21080798,-0.21688646,5,0,
14.300286,0.27529243,0.27048254,-0.18645698,-0.19599293,5,0,
14.33362,0.27356926,0.2703437,-0.1572706,-0.169909,5,0,
14.366954,0.27135313,0.2697273,-0.123954415,-0.13938281,5,0,
14.400288,0.26861373,0.26871485,-0.08791864,-0.10516628,5,0,
14.433622,0.265715,0.26737988,-0.05162953,-0.06926679,5,0,
14.466956,0.2630649,0.2657226,-0.018365148,-0.033526342,5,0,
14.50029,0.26101366,0.2640448,0.011563849,-0.001628099,5,0,
14.533624,0.25910974,0.26258335,0.037050653,0.025075657,5,0,
14.566958,0.25728288,0.26128095,0.05708714,0.04673218,5,0,
14.600292,0.2556068,0.26009122,0.072948106,0.06359404,5,0,
14.633626,0.25429744,0.25888413,0.08603692,0.077060156,5,0,
14.66696,0.2535056,0.25790378,0.096887246,0.08815831,5,0,
14.700294,0.25330585,0.25748023,0.10540587,0.09743805,5,0,
14.733628,0.2535142,0.25775915,0.11107261,0.104933664,5,0,
14.766962,0.2536845,0.25862765,0.113790825,0.110155344,5,0,
14.800296,0.25373957,0.25954455,0.11347195,0.112648815,5,0,
14.83363,0.25388256,0.26018676,0.11042999,0.11172642,5,0,
14.866964,0.25413114,0.2607611,0.105316095,0.10743452,5,0,
14.900298,0.25434783,0.26139075,0.09886839,0.10044497,5,0,
14.933632,0.25457728,0.26210833,0.091506146,0.09136295,5,0,
14.966966,0.25478843,0.26292503,0.08361116,0.08020867,5,0,
15.0003,0.25539288,0.2639996,0.07307513,0.06532302,5,0,
